Time.ms,cue_type,trial_type,experiment,mean,summary_ci_lower,summary_ci_upper
1400,name,disambiguation,experiment_1,0.7155555555555555,0.4882222222222223,0.9155555555555556
1400,name,familiar,experiment_1,0.696604938271605,0.5456172839506173,0.8314814814814815
1400,onomatopoeic,familiar,experiment_1,0.6894736842105263,0.531578947368421,0.8385964912280702
1400,vocalization,disambiguation,experiment_1,0.7777777777777778,0.6388888888888888,0.9027777777777778
1400,vocalization,disambiguation,experiment_2_retention,0.7166666666666667,0.5708333333333333,0.8541666666666666
1400,vocalization,familiar,experiment_1,0.6661027568922305,0.5465993107769423,0.7698355263157894
1400,vocalization,familiar,experiment_2_retention,0.619496204278813,0.5438871635610767,0.6983436853002071
1400,vocalization,retention,experiment_2_retention,0.44916666666666666,0.29452083333333334,0.6125
1433,name,disambiguation,experiment_1,0.7333333333333333,0.5125,0.9315624999999997
1433,name,familiar,experiment_1,0.6959435626102293,0.5541611552028218,0.8242228835978835
1433,onomatopoeic,familiar,experiment_1,0.6894736842105263,0.5324122807017544,0.8342105263157895
1433,vocalization,disambiguation,experiment_1,0.7777777777777778,0.6527777777777778,0.9027777777777778
1433,vocalization,disambiguation,experiment_2_retention,0.7166666666666667,0.5894791666666668,0.8521874999999999
1433,vocalization,familiar,experiment_1,0.6622180451127819,0.5664974937343359,0.7611951754385965
1433,vocalization,familiar,experiment_2_retention,0.636887508626639,0.5626406142167012,0.7169893029675638
1433,vocalization,retention,experiment_2_retention,0.44916666666666666,0.28908333333333336,0.6092916666666666
1467,name,disambiguation,experiment_1,0.7333333333333333,0.525,0.9208333333333333
1467,name,familiar,experiment_1,0.68668430335097,0.5395601851851852,0.8253472222222222
1467,onomatopoeic,familiar,experiment_1,0.6938596491228071,0.5328728070175439,0.8421929824561403
1467,vocalization,disambiguation,experiment_1,0.7731481481481481,0.643287037037037,0.8981481481481481
1467,vocalization,disambiguation,experiment_2_retention,0.7166666666666667,0.5666666666666667,0.8396874999999999
1467,vocalization,familiar,experiment_1,0.6659774436090226,0.5608944235588973,0.7642857142857142
1467,vocalization,familiar,experiment_2_retention,0.6275707384403036,0.5496540717736369,0.7205236369910283
1467,vocalization,retention,experiment_2_retention,0.44916666666666666,0.2961875,0.6202499999999997
1500,name,disambiguation,experiment_1,0.7020833333333333,0.49671875000000004,0.8826562499999997
1500,name,familiar,experiment_1,0.68668430335097,0.5411386684303351,0.8172729276895943
1500,onomatopoeic,familiar,experiment_1,0.6938596491228071,0.5324122807017544,0.8298245614035088
1500,vocalization,disambiguation,experiment_1,0.7731481481481481,0.6527777777777778,0.9027777777777778
1500,vocalization,disambiguation,experiment_2_retention,0.7116666666666667,0.5665416666666667,0.8452083333333331
1500,vocalization,familiar,experiment_1,0.6667293233082706,0.5615178571428572,0.7632127192982456
1500,vocalization,familiar,experiment_2_retention,0.6400103519668737,0.5499831780538302,0.7252963250517599
1500,vocalization,retention,experiment_2_retention,0.4825,0.32872916666666663,0.6454375
